Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value
2MASS J18034034-2425048,270.91811,-24.41802,y,y,1.0,,,18.771,16.908,15.916,16.045,K5,2.695,2.972,0.895,2.967,5.69,-7.339,0.114,0.179,489778.81936844665,4.5814188671453304e-08,-0.04817696468408802,-4.944984082001528
2MASS J18034053-2423321,270.91899,-24.39227,y,y,0.0,,,17.994,16.544,15.689,16.114,M0.25,0.15,0.997,0.433,2.397,5.7,-8.67,0.746,,501187.2336272725,2.1379620895022324e-09,-0.36351210364663455,-5.9134791863133085
2MASS J18034124-2414503,270.92188,-24.24727,y,n,1.0,,,18.763,17.218,16.371,16.707,K3.25,2.092,1.198,1.254,1.677,6.6,-8.802,0.408,,3981071.7055349695,1.57761126969935e-09,0.09829753649469763,-6.200342248645526
2MASS J18034253-2416451,270.92724,-24.27922,y,,1.0,,,19.766,18.24,17.179,17.359,F7.25,4.265,2.164,1.176,1.263,7.33,-7.733,0.352,0.693,21379620.895022325,1.8492686189780797e-08,0.07040732174011965,-4.799527647300188
2MASS J18034495-2416085,270.93729,-24.26903,y,y,2.0,,19.365,17.789,16.408,15.797,15.753,K5,0.616,0.922,0.914,1.738,6.36,-9.168,0.766,,2290867.6527677746,6.792036326171857e-10,-0.039053804266168564,-6.508904050998635
2MASS J18035008-2423230,270.95869,-24.38973,y,,1.0,,,19.391,17.998,17.231,17.105,K1.25,1.906,0.421,0.83,0.842,7.6,-8.669,0.239,0.533,39810717.05534969,2.1428906011200563e-09,-0.08092190762392612,-5.452532806109421
2MASS J18035522-2419281,270.98011,-24.32449,y,n,1.0,,,19.992,18.131,17.03,17.392,K4,3.348,1.569,1.135,2.015,6.27,-8.079,0.394,0.792,1862087.1366628655,8.336811846196332e-09,0.05499586152914153,-5.563796673716452
2MASS J18040521-2423448,271.02169,-24.3958,?,,2.0,,19.582,18.009,16.973,16.543,16.381,K2.75,0.0,0.251,0.739,0.737,7.73,-9.405,0.155,0.312,53703179.63702533,3.9355007545577804e-10,-0.13135556160517428,-6.077767188260664
2MASS J18041060-2425480,271.04425,-24.43,y,,1.0,,20.086,19.396,17.895,16.932,16.535,G4.5,3.407,1.489,1.151,1.293,7.23,-7.612,0.149,0.153,16982436.52461746,2.4434305526939713e-08,0.06107532362979181,-4.709033160759668
2MASS J18041244-2411516,271.05188,-24.19767,y,y,2.0,,18.298,17.926,16.647,16.096,15.588,K5,0.23,0.491,1.008,1.205,6.99,-8.42,0.113,0.116,9772372.209558113,3.8018939632056126e-09,0.003460532109506489,-5.550219428206348
2MASS J18041407-2422550,271.05857,-24.38192,?,,1.0,,,19.237,17.855,17.147,17.364,K7,0.0,0.161,0.728,0.784,7.52,-10.469,0.727,,33113112.148259077,3.3962527259040885e-11,-0.13786862068696282,-7.2206995243347425
2MASS J18041410-2412075,271.05879,-24.20205,?,y,1.0,,,19.758,18.055,16.756,16.96,F0.25,6.043,12.226,1.701,2.236,6.93,-6.669,0.238,0.257,8511380.38202376,2.1428906011200605e-07,0.23070431361256905,-4.082160104562051
2MASS J18042376-2425015,271.09898,-24.41713,?,?,1.0,,,19.735,17.939,16.603,17.169,F3.5,5.979,12.234,1.764,2.596,6.86,-6.973,0.198,0.359,7244359.600749906,1.0641430182243164e-07,0.24649858079580092,-4.432889305281972
2MASS J18042871-2418161,271.11963,-24.30447,?,?,1.0,P,,19.317,17.663,16.74,16.601,K6.5,1.327,0.542,0.919,1.394,6.68,-8.475,0.196,0.437,4786300.923226381,3.3496543915782794e-09,-0.03668448861388872,-5.6870391876947615
2MASS J18043439-2409250,271.14335,-24.15711,?,n,2.0,,14.741,13.566,13.12,12.911,13.002,F3,0.06,7.517,1.579,2.005,7.0,-7.69,0.069,,10000000.0,2.0417379446695274e-08,0.19838213000829422,-5.037646123223533
2MASS J18043780-2424410,271.1575,-24.41139,?,y*,1.0,QPS,,19.273,17.518,16.481,16.93,K7.75,1.565,0.877,0.668,1.919,6.08,-8.794,0.379,0.897,1202264.4346174132,1.6069412530128755e-09,-0.1752235375244543,-6.095253520947216
2MASS J18043948-2429473,271.16474,-24.49635,?,n*,1.0,,,19.747,17.947,16.811,17.375,G9.25,3.988,2.324,1.488,1.786,6.81,-8.406,0.305,0.926,6456542.290346549,3.926449353995993e-09,0.1726029312098599,-5.802459198159189
2MASS J18044346-2425302,271.18105,-24.42506,?,n,1.0,,,19.515,17.714,16.618,17.074,K9,1.743,1.033,0.525,2.246,5.8,-8.645,0.252,,630957.344480193,2.2646443075930617e-09,-0.2798406965940431,-5.942464025583268
2MASS J18044445-2410172,271.18523,-24.17147,?,y*,1.0,,20.226,18.638,16.949,16.009,16.333,K5.75,1.81,1.48,0.845,2.193,6.02,-8.277,0.213,0.778,1047128.5480508985,5.284452517751813e-09,-0.07314329105030767,-5.718939754149222
2MASS J18044541-2424398,271.18922,-24.41108,y,y*,1.0,,,19.427,17.605,16.349,16.619,M1,1.703,1.582,0.362,3.191,5.01,-7.6,0.107,0.193,102329.29922807537,2.511886431509582e-08,-0.4412914294668343,-5.038750503804559
2MASS J18044729-2417459,271.1972,-24.29606,y,n,1.0,,,19.814,18.102,16.981,17.256,G5.5,4.178,2.336,1.402,1.65,6.97,-7.784,0.263,0.267,9332543.007969905,1.6443717232149325e-08,0.14674801363063983,-5.085294974364171
2MASS J18045043-2425560,271.21015,-24.4323,?,,2.0,,,20.033,18.382,17.537,17.872,K5,1.835,0.376,0.945,1.056,7.16,-9.425,0.294,,14454397.70745928,3.7583740428844356e-10,-0.024568191490737076,-6.453473389871096
2MASS J18045276-2424284,271.21987,-24.40783,y,y*,1.0,,,19.761,17.838,16.815,17.088,K5,2.91,1.503,0.954,2.11,6.13,-7.906,0.244,0.376,1348962.8825916534,1.2416523075924119e-08,-0.020451625295904902,-5.362603432859135
2MASS J18045624-2426256,271.23441,-24.44048,?,y,2.0,,15.534,14.355,13.743,13.481,13.607,G2.25,0.0,4.078,1.605,2.045,6.86,-7.852,0.024,,7244359.600749906,1.4060475241299129e-08,0.20547503674089088,-5.265264052852228
2MASS J18045887-2411403,271.24534,-24.19451,y,y,1.0,,,19.943,18.185,17.161,17.56,K7,1.585,0.442,0.883,1.298,6.76,-9.254,0.373,,5754399.373371567,5.571857489319304e-10,-0.05403929642243141,-6.413425178374494
2MASS J18051076-2421428,271.29484,-24.36185,?,y,1.0,,20.46,18.637,17.017,16.214,16.494,K5,1.655,1.162,0.963,1.88,6.28,-8.873,0.251,0.365,1905460.7179632483,1.3396766874259372e-09,-0.0163737128754655,-6.272570504031368
2MASS J18052859-2415271,271.36915,-24.25753,?,n,2.0,,14.201,13.137,13.014,12.974,13.023,A5.75,0.0,9.528,1.704,1.595,7.08,-7.33,0.043,,12022644.34617413,4.6773514128719815e-08,0.2314695904306813,-4.682362204308131
GES J18034300-2420123,270.92918,-24.33675,y,n*,1.0,,,18.318,16.748,15.841,16.046,K1.75,2.606,2.46,1.596,2.104,6.48,-8.147,0.212,,3019951.720402019,7.1285303012651914e-09,0.20303288701471064,-5.7137132065163705
GES J18034423-2426059,270.93429,-24.43495,y,n,1.0,,,19.073,17.609,16.754,16.463,M0.25,0.181,0.383,0.497,1.485,6.29,-8.421,0.153,0.104,1949844.5997580455,3.7931498497368245e-09,-0.3036436112666679,-5.489963118816377
GES J18034663-2421497,270.94429,-24.3638,y,y,1.0,,,18.358,17.1,16.198,16.42,F2.25,3.79,4.358,1.542,1.445,7.18,-7.714,0.365,1.413,15135612.484362071,1.9319683170169222e-08,0.1880843737149382,-4.97594101302792
GES J18035052-2418249,270.96049,-24.30692,y,,1.0,,,19.141,17.62,16.745,16.949,K1.25,2.476,0.96,1.153,1.271,7.09,-8.517,0.304,0.712,12302687.70812381,3.040885025676283e-09,0.06182930729469903,-5.672446596116288
GES J18035323-2420519,270.97177,-24.34779,y,,1.0,,,19.89,18.196,17.046,16.678,M1,1.138,0.574,0.408,1.921,5.91,-7.828,0.019,0.044,812830.5161640996,1.4859356422870059e-08,-0.3893398369101201,-4.955789967292746
GES J18035438-2423545,270.97666,-24.39846,y,,0.0,,,19.401,17.921,16.995,17.49,M0.75,0.181,0.316,0.458,1.399,6.34,-9.208,0.927,,2187761.623949552,6.194410750767812e-10,-0.3391345219961308,-6.216070081641814
GES J18035516-2419193,270.97983,-24.32199,y,n,1.0,,,19.51,17.774,16.882,16.968,K7.75,1.54,0.691,0.707,1.699,6.27,-8.452,0.223,0.325,1862087.1366628655,3.53183169791957e-09,-0.1505805862031006,-5.703149045508214
GES J18035938-2425153,270.99734,-24.42088,y,y,1.0,,,18.471,17.308,16.765,15.69,K2.75,0.535,0.288,0.77,0.788,7.65,-8.096,0.233,0.23,44668359.21509635,8.01678063387679e-09,-0.11350927482751812,-4.821939787325595
GES J18040334-2420456,271.01393,-24.34602,?,,1.0,,,19.009,17.707,16.984,16.095,G9,1.828,0.479,0.875,0.805,7.65,-8.067,0.107,0.173,44668359.21509635,8.570378452303692e-09,-0.057991946977686754,-4.856037929742509
GES J18040429-2425040,271.01792,-24.41776,y,n,1.0,,,18.975,17.531,16.755,16.029,K7.75,0.183,0.278,0.827,1.077,7.01,-8.443,0.031,0.674,10232929.922807537,3.605786430216427e-09,-0.08249449044745336,-5.467305009230627
GES J18040483-2422240,271.02013,-24.37334,y,n,1.0,,,19.257,17.682,16.754,17.073,M0,0.732,0.542,0.495,1.736,6.09,-9.092,0.363,,1230268.770812381,8.090958991783813e-10,-0.3053948010664313,-6.241196372552553
GES J18040689-2429324,271.02871,-24.49233,y,n,1.0,,,19.388,17.687,16.773,17.172,K5,2.128,0.917,1.039,1.648,6.5,-9.151,0.528,,3162277.6601683795,7.063175542629623e-10,0.016615547557177382,-6.497618479791116
GES J18041539-2428262,271.06414,-24.47393,y,n,1.0,,,19.122,17.424,16.52,16.851,K5,2.095,1.135,1.002,1.833,6.33,-8.758,0.426,,2137962.0895022326,1.7458221529205075e-09,0.0008677215312269133,-6.1566103410106
GES J18050602-2422456,271.27512,-24.37935,?,y,1.0,,19.674,17.898,16.452,15.747,16.015,K5,1.009,1.282,0.819,2.086,6.07,-8.71,0.519,0.754,1174897.5549395303,1.9498445997580416e-09,-0.08671609823958155,-6.115957707331191
SCB142,270.91784,-24.38891,y,n,2.0,,16.649,14.932,13.8,13.271,13.319,K2.25,0.543,6.941,1.686,3.686,5.77,-7.366,0.333,0.266,588843.6553555884,4.30526610491711e-08,0.2268575702887235,-5.251684777054441
SCB166,270.92902,-24.36933,y,n,1.0,,,16.847,15.221,14.438,14.239,K5,1.615,5.705,0.902,4.11,5.36,-6.558,0.331,0.282,229086.76527677747,2.766941645411513e-07,-0.04479346245805826,-4.303498480837067
SCB184,270.93833,-24.39032,y,y,1.0,,18.555,17.695,16.115,15.366,14.939,K5,1.423,2.136,0.914,2.515,5.89,-7.224,0.041,0.073,776247.1166286912,5.970352865838366e-08,-0.039053804266168564,-4.758129431306479
SCB229,270.95869,-24.35413,y,,1.0,,,18.105,16.536,15.812,15.907,K7.5,0.666,0.996,0.677,2.009,6.03,-8.362,0.301,0.269,1071519.305237607,4.345102241715715e-09,-0.16941133131485567,-5.690415267422607
SCB238,270.96131,-24.33696,y,n*,1.0,,18.7,17.42,16.118,15.431,15.062,K1.5,1.46,1.667,1.42,1.703,6.75,-7.612,0.258,0.219,5623413.251903491,2.4434305526939713e-08,0.15228834438305647,-5.010037752338759
SCB268,270.97625,-24.3847,y,n,1.0,,13.078,12.285,12.243,12.215,12.187,A2,0.431,32.617,1.758,2.402,6.72,-7.055,0.228,,5248074.602497723,8.810488730080147e-08,0.24501887073775308,-4.570764039117725
SCB274,270.98032,-24.2833,y,,2.0,,16.956,15.354,14.411,13.98,14.138,K0.25,0.523,3.578,1.786,2.297,6.51,-8.906,0.488,,3235936.569296281,1.2416523075924095e-09,0.25188145455252764,-6.515898443682708
SCB280,270.98428,-24.37444,?,n*,1.0,P,17.849,16.528,15.78,15.489,15.248,G3.75,0.982,1.489,1.137,1.273,7.26,-8.101,0.137,0.184,18197008.586099826,7.925013304804703e-09,0.05576046468773478,-5.179659030244272
SCB284,270.98797,-24.28344,y,n,2.0,,18.244,16.379,15.536,15.072,15.408,F7,1.77,3.418,1.281,1.577,7.2,-8.008,0.054,,15848931.924611142,9.817479430199865e-09,0.10754912974468628,-5.170186435931786
SCB294,270.99325,-24.48691,y,n,2.0,,13.165,12.503,12.439,12.418,12.4,A3.5,0.308,22.863,1.966,2.243,6.8,-6.78,0.085,,6309573.44480193,1.6595869074375596e-07,0.29358351349611683,-4.318070690445358
SCB353,271.01745,-24.4756,?,n,2.0,,15.162,14.085,13.528,13.284,13.432,F6.75,0.541,7.811,1.636,2.355,6.91,-7.433,0.033,,8128305.161640995,3.689775985701505e-08,0.21378329933530416,-4.835150905725837
SCB394,271.03329,-24.41178,y,n*,1.0,QPS,,18.047,16.576,15.924,15.688,K8.5,0.462,0.954,0.577,2.09,5.91,-8.042,0.316,0.713,812830.5161640996,9.07820530178186e-09,-0.2388241868442686,-5.340858321834565
